Ano;Homicídio Doloso por 100 mil habitantes;Furto por 100 mil habitantes;Roubo por 100 mil habitantes;Furto e Roubo de Veículo por 100 mil habitantes;Furto por 100 mil veículos;Roubo por 100 mil veículos;Furto e Roubo de Veículo por 100 mil veículos;Cidade;Regiao
2018;7,16;423,72;642,14;239,31;238,62;284,26;522,88;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2019;8,85;600,42;648,78;244,18;211,67;309,94;521,61;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
2020;13,99;558,5;731,06;226,78;192,28;284,14;476,42;Itapecerica da Serra;Grande São Paulo (exclui a Capital)
1999;91,45;504,93;611,84;240,87;-;-;-;Itapevi;Grande São Paulo (exclui a Capital)
2000;70,46;687,28;512,99;291,72;-;-;-;Itapevi;Grande São Paulo (exclui a Capital)
2001;68,78;781,29;521,86;226,84;790,51;978,73;1.769,25;Itapevi;Grande São Paulo (exclui a Capital)
2002;67,19;696,66;377,21;219,25;912,22;666,13;1.578,34;Itapevi;Grande São Paulo (exclui a Capital)
2003;49,56;878,74;444,27;199,95;820,67;535,39;1.356,05;Itapevi;Grande São Paulo (exclui a Capital)
2004;39,46;933,47;383,31;218,15;958,07;425,41;1.383,48;Itapevi;Grande São Paulo (exclui a Capital)
2005;31,44;675,75;320,5;214,59;819,83;430,81;1.250,64;Itapevi;Grande São Paulo (exclui a Capital)
2006;37,27;641,12;280,32;197,68;725,44;336,6;1.062,04;Itapevi;Grande São Paulo (exclui a Capital)
2007;28,05;694,84;277,83;158,23;444,19;319,11;763,3;Itapevi;Grande São Paulo (exclui a Capital)
2008;14,01;574,3;318,54;156,16;401,77;277,63;679,4;Itapevi;Grande São Paulo (exclui a Capital)
2009;16,79;653,8;436,54;175,53;426,29;280,78;707,07;Itapevi;Grande São Paulo (exclui a Capital)
2010;13,47;422,62;371,23;140,21;388,13;126,33;514,45;Itapevi;Grande São Paulo (exclui a Capital)
2011;18,14;380,93;338,28;129,43;261,69;164,77;426,46;Itapevi;Grande São Paulo (exclui a Capital)
2012;21,2;353,57;370,91;152,22;232,29;220,82;453,11;Itapevi;Grande São Paulo (exclui a Capital)
2013;16,09;592,57;361,6;151,93;212,33;205,82;418,15;Itapevi;Grande São Paulo (exclui a Capital)
2014;20;470,62;440,86;225,55;353,19;233,44;586,63;Itapevi;Grande São Paulo (exclui a Capital)
2015;14,16;488;458,76;298,37;485,21;263,83;749,04;Itapevi;Grande São Paulo (exclui a Capital)
2016;12,13;551,91;532,13;286,29;426,85;281,23;708,08;Itapevi;Grande São Paulo (exclui a Capital)
2017;15,91;558,77;510,14;226,34;299,66;250,25;549,91;Itapevi;Grande São Paulo (exclui a Capital)
2018;11,73;415,24;453,46;233,25;344,79;211,22;556,02;Itapevi;Grande São Paulo (exclui a Capital)
2019;11,97;569,66;407,27;181,2;272,98;146,38;419,36;Itapevi;Grande São Paulo (exclui a Capital)
2020;6,73;453,8;350,76;124,49;201,14;79,7;280,83;Itapevi;Grande São Paulo (exclui a Capital)
1999;70,6;455,78;716,06;346,39;-;-;-;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2000;75,98;400,54;479,84;375,1;-;-;-;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2001;75,36;480,31;423,34;335,35;1.884,22;3.626,24;5.510,46;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2002;68,98;582,64;413,19;252,23;1.416,74;2.078,53;3.495,27;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2003;57,34;733,98;465,69;288,8;1.537,17;1.952,96;3.490,13;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2004;44,42;687,54;372,13;249,46;1.200,70;1.455,39;2.656,09;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2005;39;563,44;322,06;263,23;987,02;1.522,19;2.509,21;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2006;38,05;569,81;342,81;258,1;1.093,18;1.115,83;2.209,01;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2007;23,78;521,42;287,25;225,05;755,02;949,94;1.704,95;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2008;16,35;472,31;288,9;223,17;674,33;815,62;1.489,95;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2009;20,85;440,06;421,74;307,7;924,03;939,34;1.863,37;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2010;20,23;361,31;311,21;262,04;544,73;816,29;1.361,03;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2011;21,16;272,94;394,38;307,29;444,81;918,18;1.362,99;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2012;19,04;246,6;361,44;338,47;264,74;1.053,08;1.317,82;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2013;20,55;279,64;487,81;354,39;195,42;1.054,83;1.250,25;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2014;15,26;244,75;728,39;518,27;557,8;1.173,45;1.731,25;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2015;14,17;516,79;576,66;470,52;693,59;833,44;1.527,03;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2016;12,83;565,59;717,32;399,87;518,5;745,74;1.264,25;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2017;9,85;559,77;711,95;423,63;507;795,98;1.302,98;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2018;11,66;654,07;795,38;446,13;578,93;746,34;1.325,26;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2019;5,2;696,07;807,56;406,24;541,83;606,07;1.147,90;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
2020;8,38;545,02;726,42;291,43;358,95;445,52;804,47;Itaquaquecetuba;Grande São Paulo (exclui a Capital)
1999;60,29;575,6;596,07;369,7;-;-;-;Jandira;Grande São Paulo (exclui a Capital)
2000;49,24;658,69;572,25;349,04;-;-;-;Jandira;Grande São Paulo (exclui a Capital)
2001;52,42;723,25;543,51;346,65;1.299,34;976,26;2.275,60;Jandira;Grande São Paulo (exclui a Capital)
2002;51,44;789,48;512,33;293,96;1.121,19;594,29;1.715,48;Jandira;Grande São Paulo (exclui a Capital)
2003;44,35;836,43;445,54;298,06;1.100,96;489,93;1.590,88;Jandira;Grande São Paulo (exclui a Capital)
2004;32,42;844,94;375,87;270,5;978,54;347,71;1.326,25;Jandira;Grande São Paulo (exclui a Capital)
2005;29,88;634,37;339,59;241;834,21;268,95;1.103,16;Jandira;Grande São Paulo (exclui a Capital)
2006;31,37;689,08;357,77;185,26;554,54;227,61;782,16;Jandira;Grande São Paulo (exclui a Capital)
2007;19,32;646,21;356,43;180,63;415,62;266,14;681,76;Jandira;Grande São Paulo (exclui a Capital)
2008;13,33;694,92;423,62;167,54;393,82;183,78;577,6;Jandira;Grande São Paulo (exclui a Capital)
2009;17,82;712,89;616,28;220,43;402,16;303,12;705,28;Jandira;Grande São Paulo (exclui a Capital)
2010;5,55;616,48;429,78;148,81;291,17;146,95;438,12;Jandira;Grande São Paulo (exclui a Capital)
2011;18,23;537,73;461,17;205,07;332,23;225,62;557,84;Jandira;Grande São Paulo (exclui a Capital)
2012;20,67;683,93;410,72;212,1;346,13;198,45;544,58;Jandira;Grande São Paulo (exclui a Capital)
2013;18,61;412,09;388,16;214,46;308,36;217,16;525,52;Jandira;Grande São Paulo (exclui a Capital)
2014;22,72;535,69;593,37;292,75;377,71;309,97;687,67;Jandira;Grande São Paulo (exclui a Capital)
2015;11,2;617;542,89;233,53;343,52;188,45;531,97;Jandira;Grande São Paulo (exclui a Capital)
2016;5,96;574,38;662,88;249,32;388,49;169,49;557,98;Jandira;Grande São Paulo (exclui a Capital)
2017;18,49;542,81;577,26;189,9;244,71;171,11;415,82;Jandira;Grande São Paulo (exclui a Capital)
2018;12,42;529,85;422,22;204,49;298,99;140,59;439,58;Jandira;Grande São Paulo (exclui a Capital)
2019;8,99;660,28;460,07;183,05;283,59;99,09;382,68;Jandira;Grande São Paulo (exclui a Capital)
2020;8,87;567,13;327,53;79,87;124,44;39,82;164,27;Jandira;Grande São Paulo (exclui a Capital)
;;;;;;;;Juquitiba;Grande São Paulo (exclui a Capital)
;;;;;;;;Mairiporã;Grande São Paulo (exclui a Capital)
1999;51,94;560;516,81;634,8;-;-;-;Mauá;Grande São Paulo (exclui a Capital)
2000;46,08;585,82;474,06;684,33;-;-;-;Mauá;Grande São Paulo (exclui a Capital)
2001;49,85;711,46;457,87;603,09;1.015,71;2.081,51;3.097,22;Mauá;Grande São Paulo (exclui a Capital)
2002;48,01;711,08;430,22;647,6;996,81;2.114,06;3.110,87;Mauá;Grande São Paulo (exclui a Capital)
2003;37,84;837,01;504,57;623,35;1.004,64;1.808,82;2.813,46;Mauá;Grande São Paulo (exclui a Capital)
2004;27,97;898,3;427,65;559,76;1.067,02;1.288,27;2.355,29;Mauá;Grande São Paulo (exclui a Capital)
2005;22,73;755,64;394,8;427,74;742,19;951,5;1.693,68;Mauá;Grande São Paulo (exclui a Capital)
2006;21,16;757,82;393,52;459,02;728,14;979,29;1.707,43;Mauá;Grande São Paulo (exclui a Capital)
2007;19,9;710,05;394,94;387,23;648,51;683,59;1.332,10;Mauá;Grande São Paulo (exclui a Capital)
2008;20,63;645,79;420,54;350,77;536,47;578,64;1.115,10;Mauá;Grande São Paulo (exclui a Capital)
2009;16,51;691,87;448,54;417,45;653;588,72;1.241,72;Mauá;Grande São Paulo (exclui a Capital)
2010;7,92;745,83;462,57;389,36;535,02;541,66;1.076,68;Mauá;Grande São Paulo (exclui a Capital)
2011;11,16;743,9;525,22;483,19;544,6;702,03;1.246,63;Mauá;Grande São Paulo (exclui a Capital)
2012;14,09;729,96;632,49;619,1;576,98;933,36;1.510,34;Mauá;Grande São Paulo (exclui a Capital)
2013;12,31;885,82;585,9;736,21;748,06;959,87;1.707,93;Mauá;Grande São Paulo (exclui a Capital)
2014;9,88;779;818,76;853,92;802,23;1.103,83;1.906,06;Mauá;Grande São Paulo (exclui a Capital)
2015;10,46;755,55;857,83;744,41;712,71;905,96;1.618,67;Mauá;Grande São Paulo (exclui a Capital)
2016;6,31;838,91;982,18;794,76;815,15;871,57;1.686,72;Mauá;Grande São Paulo (exclui a Capital)
2017;10,05;761,98;824,27;700,14;722,82;728,37;1.451,19;Mauá;Grande São Paulo (exclui a Capital)
2018;7,69;702,83;687,22;727,01;831,6;647,74;1.479,34;Mauá;Grande São Paulo (exclui a Capital)
2019;7,61;516,1;590,49;543,73;603,41;468,75;1.072,17;Mauá;Grande São Paulo (exclui a Capital)
2020;6,03;404,34;370,13;343,66;419,33;247,67;667;Mauá;Grande São Paulo (exclui a Capital)
1999;16,44;975,26;406,98;249,09;-;-;-;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2000;15,5;1.094,50;511,7;249,17;-;-;-;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2001;11,91;1.260,28;416,12;265,51;883,7;206,56;1.090,27;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2002;16,38;1.309,49;367,66;240,43;772,48;173,84;946,32;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2003;18,69;1.350,35;408,41;241,6;764,62;142,56;907,18;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2004;23,76;1.320,82;325,61;250,93;729,36;165,44;894,8;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2005;17,53;1.229,43;380,04;286,84;768,54;202,5;971,04;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2006;12,87;1.252,87;338,95;203,15;459,93;188,87;648,79;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2007;7,82;1.117,68;321,3;197,75;469,24;115,71;584,95;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2008;10,1;999,85;309,63;207,84;425,4;139,39;564,8;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2009;9,43;969,15;353,51;254,27;489,12;156,17;645,29;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2010;8,52;872,8;319,17;229,56;445,46;100,77;546,23;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2011;8,17;916,42;344,01;263,88;457,72;130,21;587,93;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2012;8,58;1.001,77;342,75;284,74;404,69;198,07;602,76;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2013;9,47;950,15;356,18;218,84;289,08;148,53;437,61;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2014;16,75;941,72;453,25;327,87;436,16;192,8;628,95;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2015;12,17;747,13;379,28;305,28;428,31;145,51;573,82;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2016;7,23;716,2;317,51;226,93;305,56;112,81;418,37;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2017;4,53;746,15;316,1;236,24;320,25;107,47;427,71;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2018;5,85;723,63;251,67;196,42;249,05;100,95;350;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2019;4,86;736,84;266,89;220,64;274,62;107,29;381,91;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
2020;5,26;609,66;234,91;207,03;252,68;98,98;351,66;Mogi das Cruzes;Grande São Paulo (exclui a Capital)
1999;33,76;932,53;736,67;741,05;-;-;-;Osasco;Grande São Paulo (exclui a Capital)
2000;37,22;831,65;713,22;756,28;-;-;-;Osasco;Grande São Paulo (exclui a Capital)
2001;50,4;747,77;705,77;820,17;2.092,89;1.556,08;3.648,97;Osasco;Grande São Paulo (exclui a Capital)
2002;54,82;728,07;643,4;648,27;1.542,29;1.139,71;2.682,00;Osasco;Grande São Paulo (exclui a Capital)
2003;41,92;880,57;651,2;556,41;1.335,73;845,63;2.181,36;Osasco;Grande São Paulo (exclui a Capital)
2004;14,55;429,4;333,49;304,55;639,91;485,39;1.125,30;Osasco;Grande São Paulo (exclui a Capital)
2005;11,64;454,75;327,65;376,01;772,85;523,74;1.296,59;Osasco;Grande São Paulo (exclui a Capital)
2006;11,16;631,1;387,71;503,98;1.088,35;522,48;1.610,83;Osasco;Grande São Paulo (exclui a Capital)
2007;17,92;855,43;544,54;533,85;1.021,05;533,54;1.554,60;Osasco;Grande São Paulo (exclui a Capital)
2008;15,94;887,31;629,17;570,99;989,89;531,6;1.521,49;Osasco;Grande São Paulo (exclui a Capital)
2009;15,17;844,94;643,69;614,26;991,37;505,93;1.497,30;Osasco;Grande São Paulo (exclui a Capital)
2010;9,15;792,95;623,14;513,19;738,67;389,45;1.128,12;Osasco;Grande São Paulo (exclui a Capital)
2011;10,93;848,8;583,33;546,95;706,92;400,92;1.107,85;Osasco;Grande São Paulo (exclui a Capital)
2012;13;922,37;703,73;637,53;815,06;381,04;1.196,10;Osasco;Grande São Paulo (exclui a Capital)
2013;12,98;992,52;713,14;760,72;890,91;458,96;1.349,87;Osasco;Grande São Paulo (exclui a Capital)
2014;9,23;1.008,66;1.262,35;884,64;912,06;592,09;1.504,16;Osasco;Grande São Paulo (exclui a Capital)
2015;10,4;972,27;1.187,74;720,1;712,01;488,13;1.200,14;Osasco;Grande São Paulo (exclui a Capital)
2016;7,26;951;1.368,17;761,1;726,65;523,56;1.250,20;Osasco;Grande São Paulo (exclui a Capital)
2017;9,91;899,36;1.441,10;710,64;747,14;404,24;1.151,39;Osasco;Grande São Paulo (exclui a Capital)
2018;7,98;899,31;1.169,64;672,71;744,87;324,19;1.069,06;Osasco;Grande São Paulo (exclui a Capital)
2019;6,64;979,21;884,25;536,86;631;200,51;831,51;Osasco;Grande São Paulo (exclui a Capital)
2020;8,24;751,95;723,98;390,62;462,9;132,61;595,51;Osasco;Grande São Paulo (exclui a Capital)
;;;;;;;;Pirapora do Bom Jesus;Grande São Paulo (exclui a Capital)
1999;18,19;847,57;504,05;373,49;-;-;-;Poá;Grande São Paulo (exclui a Capital)
2000;12,56;765,28;622,9;372,69;-;-;-;Poá;Grande São Paulo (exclui a Capital)
2001;18,61;885,07;627,61;311,22;1.375,08;963,33;2.338,41;Poá;Grande São Paulo (exclui a Capital)
2002;17,39;889,08;615,91;295,68;1.212,66;745,21;1.957,86;Poá;Grande São Paulo (exclui a Capital)
2003;21,27;1.081,52;667,34;349,37;1.112,46;973,4;2.085,85;Poá;Grande São Paulo (exclui a Capital)
2004;14,04;1.053,76;541,42;322,85;992,76;773,37;1.766,13;Poá;Grande São Paulo (exclui a Capital)
2005;10,92;989,43;527,96;396,96;1.067,23;900,01;1.967,25;Poá;Grande São Paulo (exclui a Capital)
2006;26,52;933,17;603,12;456,76;1.034,73;1.030,29;2.065,02;Poá;Grande São Paulo (exclui a Capital)
2007;10,69;967,07;507,35;296,44;638,16;578,33;1.216,50;Poá;Grande São Paulo (exclui a Capital)
2008;10,58;713,78;479,06;313,6;634,86;534,43;1.169,30;Poá;Grande São Paulo (exclui a Capital)
2009;6,67;628,94;554,61;383,08;695,45;629,53;1.324,98;Poá;Grande São Paulo (exclui a Capital)
2010;8,5;555,12;459,76;304,94;480,27;471,43;951,71;Poá;Grande São Paulo (exclui a Capital)
2011;12,16;566,74;450,77;358,18;472;555,14;1.027,14;Poá;Grande São Paulo (exclui a Capital)
2012;15,75;915,3;472,47;452,09;436,51;746,92;1.183,43;Poá;Grande São Paulo (exclui a Capital)
2013;10,09;906,69;558,88;482,71;447,04;740,56;1.187,60;Poá;Grande São Paulo (exclui a Capital)
2014;5,45;819,99;785,45;659,08;636,58;912,14;1.548,72;Poá;Grande São Paulo (exclui a Capital)
2015;5,4;832,1;964,47;627,67;783,12;653,29;1.436,40;Poá;Grande São Paulo (exclui a Capital)
2016;9,83;888,96;835,35;552,14;656,17;587,74;1.243,91;Poá;Grande São Paulo (exclui a Capital)
2017;7,09;848,25;932,46;624;689,33;689,33;1.378,66;Poá;Grande São Paulo (exclui a Capital)
2018;6,14;884,08;735,86;496,42;490,31;585,33;1.075,64;Poá;Grande São Paulo (exclui a Capital)
2019;1,74;964,94;743,27;470,3;599,9;389,57;989,47;Poá;Grande São Paulo (exclui a Capital)
2020;2,59;696,26;760,89;344,68;389,29;325,01;714,3;Poá;Grande São Paulo (exclui a Capital)
1999;22,55;802,89;471,54;456,83;-;-;-;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2000;28,81;959,33;415,81;596,34;-;-;-;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2001;20,87;1.145,10;501,87;529,38;1.126,08;1.387,33;2.513,40;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2002;22,55;1.063,40;474,4;790,97;1.790,38;1.699,20;3.489,58;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2003;25,13;1.142,09;521,25;672,97;1.929,78;900,3;2.830,08;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2004;16,61;999,32;402,31;538,87;1.422,27;724;2.146,27;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2005;12,81;1.044,12;377,02;342,24;773,32;500,78;1.274,10;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2006;11,8;1.279,21;329,56;346,81;689,96;508,06;1.198,02;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2007;12,62;999,82;310,13;238,01;372,18;383,64;755,82;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2008;18,81;956,7;434,46;225,74;318,98;324,08;643,05;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2009;25,82;657,06;367,71;260,87;420,58;245,53;666,11;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2010;17,7;723,93;306,21;363,74;499,43;272,24;771,67;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2011;8,8;658,11;284,18;401,2;387,45;380,71;768,17;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2012;10,5;685,75;366,49;449,59;316,39;517,59;833,98;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2013;20;844,35;472,17;452,17;472,56;357,61;830,17;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2014;16,43;858,42;546,35;553,26;596,03;410,46;1.006,50;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2015;4,3;747,69;619,64;421,11;447,96;311,56;759,53;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2016;11,12;765,78;585,24;461,18;463,11;358;821,11;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2017;5,11;724,05;516,21;436,99;460;306,17;766,17;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2018;7,58;494,69;386,82;353,11;338,92;273,18;612,11;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2019;3,35;466,51;321,62;296,49;298,63;202,39;501,03;Ribeirão Pires;Grande São Paulo (exclui a Capital)
2020;4,99;398,72;229,74;179,8;154,3;145,96;300,25;Ribeirão Pires;Grande São Paulo (exclui a Capital)
;;;;;;;;Rio Grande da Serra;Grande São Paulo (exclui a Capital)
;;;;;;;;Salesópolis;Grande São Paulo (exclui a Capital)
;;;;;;;;Santa Isabel;Grande São Paulo (exclui a Capital)
1999;55,86;474,13;249,24;177,62;-;-;-;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2000;76,78;612,89;237,07;165,68;-;-;-;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2001;36,04;696,25;268,98;148;291,33;286,3;577,63;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2002;45,67;686,24;260,43;140,7;256,58;247,73;504,31;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2003;46,24;965,08;231,19;101,96;179,67;163,7;343,37;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2004;36,48;730,68;156,17;128,81;241,63;165,9;407,53;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2005;41,69;672,47;132,74;77,89;109,31;118,96;228,27;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2006;33,84;643,03;142,78;94,13;173,87;84,04;257,91;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2007;18,38;623,87;130,7;71,47;115,35;68,16;183,51;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2008;8,88;640,27;142,06;47,35;78,36;35,62;113,98;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2009;8,58;644,67;193,59;27,66;32,13;29,99;62,13;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2010;12,91;528,24;177,92;54,39;73,3;40,51;113,81;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2011;7,18;494,51;160,65;26,92;24,23;27,69;51,93;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2012;10,48;464,81;149,4;61,16;56,67;53,53;110,2;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2013;9,36;571,58;175,22;91,86;105,73;50,69;156,42;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2014;5,8;345,3;119,24;71,21;62,07;56,55;118,62;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2015;8,06;326,48;95,12;49,98;46,41;35,8;82,22;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2016;3,16;312,43;99,41;62,33;63,39;38,81;102,2;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2017;5,41;332,81;94,98;57,14;70,4;22,63;93,03;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2018;5,98;322,79;109,09;81,44;98,11;33,91;132,02;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2019;2,19;414,27;119,61;83,14;101,13;31,39;132,52;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
2020;2,14;269,25;82,63;49,15;54,73;23,94;78,68;Santana de Parnaíba;Grande São Paulo (exclui a Capital)
1999;39,43;950,11;1.097,13;1.951,92;-;-;-;Santo André;Grande São Paulo (exclui a Capital)
2000;43,2;880,39;929,76;2.074,30;-;-;-;Santo André;Grande São Paulo (exclui a Capital)
2001;32,62;991,52;964,1;1.817,47;1.548,73;2.971,38;4.520,11;Santo André;Grande São Paulo (exclui a Capital)
2002;29,72;1.115,31;924,01;1.730,66;1.376,30;2.756,60;4.132,89;Santo André;Grande São Paulo (exclui a Capital)
2003;28,68;1.244,38;951,76;1.576,45;1.432,17;2.220,17;3.652,34;Santo André;Grande São Paulo (exclui a Capital)
2004;17,23;1.075,44;810,47;1.368,07;1.349,46;1.722,46;3.071,93;Santo André;Grande São Paulo (exclui a Capital)
2005;15,5;1.248,49;999,67;1.315,63;1.239,10;1.600,37;2.839,47;Santo André;Grande São Paulo (exclui a Capital)
2006;13,04;1.222,30;907,95;1.210,16;1.023,32;1.465,01;2.488,33;Santo André;Grande São Paulo (exclui a Capital)
2007;10,31;1.243,16;880,35;909,18;804,96;961,37;1.766,33;Santo André;Grande São Paulo (exclui a Capital)
2008;16,38;1.154,17;911,9;856,95;755,03;811,38;1.566,41;Santo André;Grande São Paulo (exclui a Capital)
2009;12,77;1.139,63;1.035,72;880,15;717,07;802,41;1.519,49;Santo André;Grande São Paulo (exclui a Capital)
2010;11,54;1.100,45;925,05;792,25;682,1;601,36;1.283,47;Santo André;Grande São Paulo (exclui a Capital)
2011;9,73;1.320,84;975;865,57;607,41;718,82;1.326,23;Santo André;Grande São Paulo (exclui a Capital)
2012;9,56;1.215,41;807,14;949,36;736,78;643,75;1.380,53;Santo André;Grande São Paulo (exclui a Capital)
2013;8,65;1.150,75;881,61;1.106,01;801,83;750,57;1.552,40;Santo André;Grande São Paulo (exclui a Capital)
2014;10,09;1.128,11;1.260,19;1.130,89;801,78;764,5;1.566,28;Santo André;Grande São Paulo (exclui a Capital)
2015;6,13;997,66;1.258,89;913,79;594,5;657,03;1.251,54;Santo André;Grande São Paulo (exclui a Capital)
2016;5,53;1.098,15;1.314,51;1.073,85;782,37;673,11;1.455,49;Santo André;Grande São Paulo (exclui a Capital)
2017;5,23;1.086,81;1.264,48;1.035,28;776,54;607;1.383,54;Santo André;Grande São Paulo (exclui a Capital)
2018;7,22;1.011,00;1.076,82;975,06;812,18;472,66;1.284,85;Santo André;Grande São Paulo (exclui a Capital)
2019;7,34;904,6;951,08;871,94;805,01;317,74;1.122,76;Santo André;Grande São Paulo (exclui a Capital)
2020;5,74;806,77;831,15;557,64;487,04;223,51;710,55;Santo André;Grande São Paulo (exclui a Capital)
1999;51,19;831,73;787,71;1.297,10;-;-;-;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2000;52,79;718,01;756,49;1.204,12;-;-;-;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2001;37,23;950,56;773;1.120,78;993,13;1.949,60;2.942,73;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2002;35,35;928,24;707,22;964;968,77;1.463,73;2.432,50;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2003;35,31;1.054,90;784,46;915,73;767,44;1.480,17;2.247,61;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2004;28,56;1.057,30;769,67;830,76;741,33;1.218,39;1.959,72;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2005;20,01;1.048,06;870,68;897,36;837,28;1.196,38;2.033,65;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2006;14,31;991,84;854,29;777,63;635,2;1.048,06;1.683,26;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2007;11,51;1.075,09;802,67;689,01;512,02;890,52;1.402,54;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2008;9,29;1.079,79;914,88;663,65;502,49;755,74;1.258,23;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2009;11,33;990,03;1.039,31;698,75;489,56;775,23;1.264,79;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2010;8,89;923,1;865,71;718,11;476,93;748,41;1.225,34;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
